RequirementId,RecordCount,FieldCount,DirectAbilityCount,DirectComponentCount,ParentRequirementCount,ChildRequirementCount,ContextTags,SampleAbilities,SemanticSummary,Notes
9247,1,11,2,0,2,0,,"14500 (Stow Standard), 14503 (Deploy Standard)",direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 2; sample abilities: 14500 (Stow Standard), 14503 (Deploy Standard)."
9248,1,11,2,0,2,0,,"14501 (Stow Standard), 14504 (Deploy Standard)",direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 2; sample abilities: 14501 (Stow Standard), 14504 (Deploy Standard)."
9249,1,11,2,0,2,0,,"14502 (Stow Standard), 14505 (Deploy Standard)",direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 2; sample abilities: 14502 (Stow Standard), 14505 (Deploy Standard)."
9250,1,10,0,0,0,1,,,child requirement ids 9247.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9247.
9251,1,10,0,0,0,1,,,child requirement ids 9248.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9248.
9252,1,10,0,0,0,1,,,child requirement ids 9249.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9249.
9253,1,22,0,0,0,1,,,child requirement ids 9247.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9247.
9254,1,22,0,0,1,1,,,child requirement ids 9248.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9248.
9255,1,22,0,0,1,1,,,child requirement ids 9249.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9249.
9256,1,9,0,0,0,2,,,"child requirement ids 9254, 9255.","Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9254, 9255."
9257,1,29,1,0,1,0,,14508 (Plant Standard),direct ability usage 1.,Requirement rows: 1; direct abilities: 1; direct components: 0; parent requirements: 1; sample abilities: 14508 (Plant Standard).
9258,1,15,0,0,0,1,,,child requirement ids 9259.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9259.
9259,1,16,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9260,1,9,72,70,0,0,"Damage, Heal","14545 (Enhanced Brawn I), 14546 (Enhanced Brawn II), 14547 (Enhanced Brawn III), 14548 (Enhanced Knowledge I), 14549 (Enhanced Knowledge II), 14550 (Enhanced Knowledge III), 14551 (Enhanced Wisdom I), 14552 (Enhanced Wisdom II)","Observed in Damage, Heal contexts; direct ability usage 72; component sources 70.","Requirement rows: 1; direct abilities: 72; direct components: 70; parent requirements: 0; sample abilities: 14545 (Enhanced Brawn I), 14546 (Enhanced Brawn II), 14547 (Enhanced Brawn III), 14548 (Enhanced Knowledge I), 14549 (Enhanced Knowledge II), 14550 (Enhanced Knowledge III), 14551 (Enhanced Wisdom I), 14552 (Enhanced Wisdom II); context tags: Damage, Heal."
9261,1,10,2,0,0,0,,"1008 (Guard), 15518 (Guard TEST)",direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 1008 (Guard), 15518 (Guard TEST)."
9262,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9263,1,10,0,1,0,1,,,component sources 1; child requirement ids 9262.,Requirement rows: 1; direct abilities: 0; direct components: 1; parent requirements: 0; child requirements: 9262.
9264,1,12,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9265,1,11,2,2,0,1,"Damage, Heal","264 (Waaagh! Heal Counter), 266 (Waaagh! Damage Counter)","Observed in Damage, Heal contexts; direct ability usage 2; component sources 2; child requirement ids 9169.","Requirement rows: 1; direct abilities: 2; direct components: 2; parent requirements: 0; child requirements: 9169; sample abilities: 264 (Waaagh! Heal Counter), 266 (Waaagh! Damage Counter); context tags: Damage, Heal."
9266,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9267,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9268,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9269,1,11,24,24,0,2,,"14545 (Enhanced Brawn I), 14546 (Enhanced Brawn II), 14547 (Enhanced Brawn III), 14548 (Enhanced Knowledge I), 14549 (Enhanced Knowledge II), 14550 (Enhanced Knowledge III), 14551 (Enhanced Wisdom I), 14552 (Enhanced Wisdom II)","direct ability usage 24; component sources 24; child requirement ids 9273, 9274.","Requirement rows: 1; direct abilities: 24; direct components: 24; parent requirements: 0; child requirements: 9273, 9274; sample abilities: 14545 (Enhanced Brawn I), 14546 (Enhanced Brawn II), 14547 (Enhanced Brawn III), 14548 (Enhanced Knowledge I), 14549 (Enhanced Knowledge II), 14550 (Enhanced Knowledge III), 14551 (Enhanced Wisdom I), 14552 (Enhanced Wisdom II)."
9270,1,11,24,24,0,2,,"14569 (Spirit Deflection I), 14570 (Spirit Deflection II), 14571 (Spirit Deflection III), 14572 (Corporeal Deflection I), 14573 (Corporeal Deflection II), 14574 (Corporeal Deflection III), 14575 (Elemental Deflection I), 14576 (Elemental Deflection II)","direct ability usage 24; component sources 24; child requirement ids 9273, 9275.","Requirement rows: 1; direct abilities: 24; direct components: 24; parent requirements: 0; child requirements: 9273, 9275; sample abilities: 14569 (Spirit Deflection I), 14570 (Spirit Deflection II), 14571 (Spirit Deflection III), 14572 (Corporeal Deflection I), 14573 (Corporeal Deflection II), 14574 (Corporeal Deflection III), 14575 (Elemental Deflection I), 14576 (Elemental Deflection II)."
9271,1,11,24,22,0,2,"Damage, Heal","14643 (Forceful Magic I), 14644 (Forceful Magic II), 14645 (Forceful Magic III), 14646 (Forceful Weapons I), 14647 (Forceful Weapons II), 14648 (Forceful Weapons III), 14649 (Forceful Bolts I), 14650 (Forceful Bolts II)","Observed in Damage, Heal contexts; direct ability usage 24; component sources 22; child requirement ids 9273, 9276.","Requirement rows: 1; direct abilities: 24; direct components: 22; parent requirements: 0; child requirements: 9273, 9276; sample abilities: 14643 (Forceful Magic I), 14644 (Forceful Magic II), 14645 (Forceful Magic III), 14646 (Forceful Weapons I), 14647 (Forceful Weapons II), 14648 (Forceful Weapons III), 14649 (Forceful Bolts I), 14650 (Forceful Bolts II); context tags: Damage, Heal."
9272,1,10,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9273,1,15,0,0,5,0,,,referenced from 5 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 5.
9274,1,10,0,0,1,1,,,child requirement ids 9266.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9266.
9275,1,10,0,0,1,1,,,child requirement ids 9267.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9267.
9276,1,10,0,0,1,1,,,child requirement ids 9268.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9268.
9277,1,11,2,6,0,1,Damage,"1367 (Stubborn As Stone), 3823 (Inspiring Attack)",Observed in Damage contexts; direct ability usage 2; component sources 6; child requirement ids 9079.,"Requirement rows: 1; direct abilities: 2; direct components: 6; parent requirements: 0; child requirements: 9079; sample abilities: 1367 (Stubborn As Stone), 3823 (Inspiring Attack); context tags: Damage."
9278,1,8,8,15,0,1,,"14310 (Bolster), 14313 (Bolster), 14314 (Bolster), 14315 (Bolster), 14316 (Bolster), 23580 (Bolster), 23589 (Bolster), 23596 (Bolster)",direct ability usage 8; component sources 15; child requirement ids 9279.,"Requirement rows: 1; direct abilities: 8; direct components: 15; parent requirements: 0; child requirements: 9279; sample abilities: 14310 (Bolster), 14313 (Bolster), 14314 (Bolster), 14315 (Bolster), 14316 (Bolster), 23580 (Bolster), 23589 (Bolster), 23596 (Bolster)."
9279,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9280,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9281,1,10,0,0,1,1,,,child requirement ids 9280.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9280.
9282,1,11,1,3,0,2,,14506 (Deployed Standard),"direct ability usage 1; component sources 3; child requirement ids 9273, 9281.","Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; child requirements: 9273, 9281; sample abilities: 14506 (Deployed Standard)."
9283,1,10,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9284,1,10,0,0,1,1,,,child requirement ids 9283.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9283.
9285,1,11,1,1,0,2,,14509 (Planted Standard),"direct ability usage 1; component sources 1; child requirement ids 9273, 9284.","Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; child requirements: 9273, 9284; sample abilities: 14509 (Planted Standard)."
9286,1,11,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9287,1,11,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9288,1,11,2,2,0,2,"Damage, Heal, Snare","9559 (Covenant of Celerity), 9567 (Covenant of Vitality)","Observed in Damage, Heal, Snare contexts; direct ability usage 2; component sources 2; child requirement ids 9286, 9287.","Requirement rows: 1; direct abilities: 2; direct components: 2; parent requirements: 0; child requirements: 9286, 9287; sample abilities: 9559 (Covenant of Celerity), 9567 (Covenant of Vitality); context tags: Damage, Heal, Snare."
9289,1,12,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9290,1,11,0,0,0,1,,,child requirement ids 9289.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9289.
9291,1,11,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9292,1,11,0,0,1,0,,,referenced from 1 parent requirement row(s).,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1.
9293,1,11,1,1,0,2,Damage,9476 (Frozen Touch),"Observed in Damage contexts; direct ability usage 1; component sources 1; child requirement ids 9291, 9292.","Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; child requirements: 9291, 9292; sample abilities: 9476 (Frozen Touch); context tags: Damage."
9294,1,10,1,1,0,0,,9433 (Baneful Touch),direct ability usage 1; component sources 1.,Requirement rows: 1; direct abilities: 1; direct components: 1; parent requirements: 0; sample abilities: 9433 (Baneful Touch).
9295,1,18,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9296,1,10,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9297,1,9,18,3,0,0,,"14378 (Cannon), 14379 (Organ Gun), 14380 (Catapult), 14382 (Spear Chukka), 14383 (Cannon), 14384 (Rock Lobba), 14386 (Cannon), 14387 (Hellblaster)",direct ability usage 18; component sources 3.,"Requirement rows: 1; direct abilities: 18; direct components: 3; parent requirements: 0; sample abilities: 14378 (Cannon), 14379 (Organ Gun), 14380 (Catapult), 14382 (Spear Chukka), 14383 (Cannon), 14384 (Rock Lobba), 14386 (Cannon), 14387 (Hellblaster)."
9298,1,8,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9299,1,17,2,0,0,0,Heal,"8248 (Breath of Sigmar), 9558 (Stand, Coward!)",Observed in Heal contexts; direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 8248 (Breath of Sigmar), 9558 (Stand, Coward!); context tags: Heal."
9300,1,11,2,0,0,0,Damage,"1602 (Rune of Cleansing), 1906 (Greener 'n Cleaner)",Observed in Damage contexts; direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 1602 (Rune of Cleansing), 1906 (Greener 'n Cleaner); context tags: Damage."
9301,1,11,1,0,0,0,,8554 (Glimpse of Chaos),direct ability usage 1.,Requirement rows: 1; direct abilities: 1; direct components: 0; parent requirements: 0; sample abilities: 8554 (Glimpse of Chaos).
9302,1,11,2,0,0,0,Damage,"9244 (Cleansing Light), 9556 (Patch Wounds)",Observed in Damage contexts; direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 9244 (Cleansing Light), 9556 (Patch Wounds); context tags: Damage."
9303,1,17,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9304,1,10,1,3,0,0,Damage,8494 (Dissolving Mist),Observed in Damage contexts; direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 8494 (Dissolving Mist); context tags: Damage.
9305,1,10,3,3,0,0,Heal,"1601 (Rune of Serenity), 3017 (Rune of Serenity), 8557 (Leaping Alteration)",Observed in Heal contexts; direct ability usage 3; component sources 3.,"Requirement rows: 1; direct abilities: 3; direct components: 3; parent requirements: 0; sample abilities: 1601 (Rune of Serenity), 3017 (Rune of Serenity), 8557 (Leaping Alteration); context tags: Heal."
9306,1,10,1,6,0,0,Damage,1537 (Napalm Grenade),Observed in Damage contexts; direct ability usage 1; component sources 6.,Requirement rows: 1; direct abilities: 1; direct components: 6; parent requirements: 0; sample abilities: 1537 (Napalm Grenade); context tags: Damage.
9307,1,13,14,6,0,1,"Damage, Root, Stun","400 (Root Ward), 3027 (Aethyric Shock), 3028 (Rune of Binding), 3029 (Instill Fear), 3030 (Heaven's Fury), 3031 (Quake), 3032 (Agile Escape), 3033 (Declare Anathema)","Observed in Damage, Root, Stun contexts; direct ability usage 14; component sources 6; child requirement ids 9593.","Requirement rows: 1; direct abilities: 14; direct components: 6; parent requirements: 0; child requirements: 9593; sample abilities: 400 (Root Ward), 3027 (Aethyric Shock), 3028 (Rune of Binding), 3029 (Instill Fear), 3030 (Heaven's Fury), 3031 (Quake), 3032 (Agile Escape), 3033 (Declare Anathema); context tags: Damage, Root, Stun."
9308,1,10,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9309,1,5,0,0,6,1,,,child requirement ids 9257.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 6; child requirements: 9257.
9310,1,8,1,3,0,0,,14721 (Force Cast from Keep 1),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14721 (Force Cast from Keep 1).
9311,1,8,1,3,0,0,,14722 (Force Cast from Keep 2),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14722 (Force Cast from Keep 2).
9312,1,8,1,3,0,0,,14723 (Force Cast from Keep 3),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14723 (Force Cast from Keep 3).
9313,1,8,1,3,0,0,,14724 (Force Cast from Keep 4),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14724 (Force Cast from Keep 4).
9314,1,8,1,3,0,0,,14725 (Force Cast from Keep 5),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14725 (Force Cast from Keep 5).
9315,1,8,1,3,0,0,,14726 (Force Cast from Keep 6),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14726 (Force Cast from Keep 6).
9316,1,8,1,3,0,0,,14727 (Force Cast from Keep 7),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14727 (Force Cast from Keep 7).
9317,1,8,1,3,0,0,,14728 (Force Cast from Keep 8),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14728 (Force Cast from Keep 8).
9318,1,8,1,3,0,0,,14729 (Force Cast from Keep 9),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14729 (Force Cast from Keep 9).
9319,1,8,1,3,0,0,,14730 (Force Cast from Keep 10),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14730 (Force Cast from Keep 10).
9320,1,8,1,3,0,0,,14731 (Force Cast from Keep 11),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14731 (Force Cast from Keep 11).
9321,1,8,1,3,0,0,,14732 (Force Cast from Keep 12),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14732 (Force Cast from Keep 12).
9322,1,8,1,3,0,0,,14733 (Force Cast from Keep 13),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14733 (Force Cast from Keep 13).
9323,1,8,1,3,0,0,,14734 (Force Cast from Keep 14),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14734 (Force Cast from Keep 14).
9324,1,8,1,3,0,0,,14735 (Force Cast from Keep 15),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14735 (Force Cast from Keep 15).
9325,1,8,1,3,0,0,,14736 (Force Cast from Keep 16),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14736 (Force Cast from Keep 16).
9326,1,8,1,3,0,0,,14737 (Force Cast from Keep 17),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14737 (Force Cast from Keep 17).
9327,1,8,1,3,0,0,,14738 (Force Cast from Keep 18),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14738 (Force Cast from Keep 18).
9328,1,8,1,3,0,0,,14739 (Force Cast from Keep 19),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14739 (Force Cast from Keep 19).
9329,1,8,1,3,0,0,,14740 (Force Cast from Keep 20),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14740 (Force Cast from Keep 20).
9330,1,8,1,3,0,0,,14741 (Force Cast from Keep 21),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14741 (Force Cast from Keep 21).
9331,1,8,1,3,0,0,,14742 (Force Cast from Keep 22),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14742 (Force Cast from Keep 22).
9332,1,8,1,3,0,0,,14743 (Force Cast from Keep 23),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14743 (Force Cast from Keep 23).
9333,1,8,1,3,0,0,,14744 (Force Cast from Keep 24),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14744 (Force Cast from Keep 24).
9334,1,8,1,3,0,0,,14745 (Force Cast from Keep 25),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14745 (Force Cast from Keep 25).
9335,1,8,1,3,0,0,,14746 (Force Cast from Keep 26),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14746 (Force Cast from Keep 26).
9336,1,8,1,3,0,0,,14747 (Force Cast from Keep 27),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14747 (Force Cast from Keep 27).
9337,1,8,1,3,0,0,,14748 (Force Cast from Keep 28),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14748 (Force Cast from Keep 28).
9338,1,8,1,3,0,0,,14749 (Force Cast from Keep 29),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14749 (Force Cast from Keep 29).
9339,1,8,1,3,0,0,,14750 (Force Cast from Keep 30),direct ability usage 1; component sources 3.,Requirement rows: 1; direct abilities: 1; direct components: 3; parent requirements: 0; sample abilities: 14750 (Force Cast from Keep 30).
9340,1,11,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9341,1,8,3,3,0,0,"Damage, Heal","9402 (Kiss of Agony), 9407 (Kiss of Death), 9412 (Kiss of Betrayal)","Observed in Damage, Heal contexts; direct ability usage 3; component sources 3.","Requirement rows: 1; direct abilities: 3; direct components: 3; parent requirements: 0; sample abilities: 9402 (Kiss of Agony), 9407 (Kiss of Death), 9412 (Kiss of Betrayal); context tags: Damage, Heal."
9342,1,6,1,2,0,0,,492 (Low-population bonuses),direct ability usage 1; component sources 2.,Requirement rows: 1; direct abilities: 1; direct components: 2; parent requirements: 0; sample abilities: 492 (Low-population bonuses).
9343,1,6,1,2,0,0,,492 (Low-population bonuses),direct ability usage 1; component sources 2.,Requirement rows: 1; direct abilities: 1; direct components: 2; parent requirements: 0; sample abilities: 492 (Low-population bonuses).
9344,1,4,1,2,1,0,,492 (Low-population bonuses),direct ability usage 1; component sources 2.,Requirement rows: 1; direct abilities: 1; direct components: 2; parent requirements: 1; sample abilities: 492 (Low-population bonuses).
9345,1,4,1,2,1,0,,492 (Low-population bonuses),direct ability usage 1; component sources 2.,Requirement rows: 1; direct abilities: 1; direct components: 2; parent requirements: 1; sample abilities: 492 (Low-population bonuses).
9346,1,10,0,0,1,1,,,child requirement ids 9344.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9344.
9347,1,10,0,0,1,1,,,child requirement ids 9345.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 1; child requirements: 9345.
9348,1,9,0,0,0,2,,,"child requirement ids 9346, 9347.","Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9346, 9347."
9349,1,0,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9350,1,10,0,0,0,1,,,child requirement ids 9309.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9309.
9351,1,10,0,0,0,1,,,child requirement ids 9309.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9309.
9352,1,10,0,0,0,1,,,child requirement ids 9309.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9309.
9353,1,10,0,0,0,1,,,child requirement ids 9309.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9309.
9354,1,10,0,0,0,1,,,child requirement ids 9309.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9309.
9355,1,10,0,0,0,1,,,child requirement ids 9309.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9309.
9356,1,8,3,3,1,0,,"10953 (Horn of Hallow Wolf), 24741 (Dwarf Keg-Handler), 24742 (Goblin Bar-Back)",direct ability usage 3; component sources 3.,"Requirement rows: 1; direct abilities: 3; direct components: 3; parent requirements: 1; sample abilities: 10953 (Horn of Hallow Wolf), 24741 (Dwarf Keg-Handler), 24742 (Goblin Bar-Back)."
9357,1,7,3,3,1,0,,"10953 (Horn of Hallow Wolf), 24741 (Dwarf Keg-Handler), 24742 (Goblin Bar-Back)",direct ability usage 3; component sources 3.,"Requirement rows: 1; direct abilities: 3; direct components: 3; parent requirements: 1; sample abilities: 10953 (Horn of Hallow Wolf), 24741 (Dwarf Keg-Handler), 24742 (Goblin Bar-Back)."
9358,1,7,3,5,0,0,,"10953 (Horn of Hallow Wolf), 24741 (Dwarf Keg-Handler), 24742 (Goblin Bar-Back)",direct ability usage 3; component sources 5.,"Requirement rows: 1; direct abilities: 3; direct components: 5; parent requirements: 0; sample abilities: 10953 (Horn of Hallow Wolf), 24741 (Dwarf Keg-Handler), 24742 (Goblin Bar-Back)."
9359,1,8,0,0,0,0,,,No direct ability or component context is decoded yet.,Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0.
9360,1,0,2,0,0,0,,"15174 (Call of the Dark Gods), 15183 (Last Call Keg)",direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 15174 (Call of the Dark Gods), 15183 (Last Call Keg)."
9361,1,0,2,0,0,0,,"15173 (Emperor's Summons), 15182 (Last Call Keg)",direct ability usage 2.,"Requirement rows: 1; direct abilities: 2; direct components: 0; parent requirements: 0; sample abilities: 15173 (Emperor's Summons), 15182 (Last Call Keg)."
9362,1,11,3,0,0,2,,"10953 (Horn of Hallow Wolf), 24741 (Dwarf Keg-Handler), 24742 (Goblin Bar-Back)","direct ability usage 3; child requirement ids 9356, 9357.","Requirement rows: 1; direct abilities: 3; direct components: 0; parent requirements: 0; child requirements: 9356, 9357; sample abilities: 10953 (Horn of Hallow Wolf), 24741 (Dwarf Keg-Handler), 24742 (Goblin Bar-Back)."
9363,1,11,1,0,0,2,Damage,9331 (Furious Howl),"Observed in Damage contexts; direct ability usage 1; child requirement ids 9373, 9383.","Requirement rows: 1; direct abilities: 1; direct components: 0; parent requirements: 0; child requirements: 9373, 9383; sample abilities: 9331 (Furious Howl); context tags: Damage."
9364,1,23,1,0,0,4,Damage,9342 (Blade of Ruin),"Observed in Damage contexts; direct ability usage 1; child requirement ids 9374, 9384, 9394, 9397.","Requirement rows: 1; direct abilities: 1; direct components: 0; parent requirements: 0; child requirements: 9374, 9384, 9394, 9397; sample abilities: 9342 (Blade of Ruin); context tags: Damage."
9365,1,23,1,0,0,4,Damage,9323 (Monstrous Rending),"Observed in Damage contexts; direct ability usage 1; child requirement ids 9375, 9385, 9395, 9398.","Requirement rows: 1; direct abilities: 1; direct components: 0; parent requirements: 0; child requirements: 9375, 9385, 9395, 9398; sample abilities: 9323 (Monstrous Rending); context tags: Damage."
9366,1,11,1,0,0,2,,9319 (Driven By Hate),"direct ability usage 1; child requirement ids 9376, 9386.","Requirement rows: 1; direct abilities: 1; direct components: 0; parent requirements: 0; child requirements: 9376, 9386; sample abilities: 9319 (Driven By Hate)."
9367,1,11,0,0,0,2,,,"child requirement ids 9377, 9387.","Requirement rows: 1; direct abilities: 0; direct components: 0; parent requirements: 0; child requirements: 9377, 9387."
