AbilityId,Name,CoverageStatus,EffectId,HasClientCsv,HasClientBin,HasLocalizedName,HasDescriptionText,HasEffectText,HasRootEffectRow,RelatedEffectCount,ComponentCount,RequirementLinkCount,RequirementRowCount,HasPregameReference,SourcesText,MissingText
15238,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15239,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15240,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15241,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15242,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15243,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15244,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15245,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15246,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15247,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15248,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15249,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15250,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15251,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15252,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15253,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15254,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15255,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15256,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15257,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15258,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15259,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15260,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15261,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15262,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15263,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15264,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15265,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15266,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15267,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15268,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15269,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15270,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15271,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15272,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15273,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15274,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15275,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15276,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15277,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15278,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15279,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15280,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15281,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15282,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15283,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15284,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15285,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15286,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15287,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15288,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15289,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15290,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15291,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15292,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15293,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15294,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15295,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15296,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15297,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15298,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15299,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15300,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15301,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15302,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15303,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15304,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15305,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15306,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15307,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15308,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15309,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15310,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15311,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15312,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15313,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15314,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15315,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15316,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15317,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15318,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15319,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15320,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15321,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15322,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15323,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15324,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15325,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15326,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15327,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15328,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15329,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15330,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15331,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15332,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15333,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15334,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15335,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15336,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15337,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15338,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15339,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15340,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15341,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15342,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15343,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15344,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15345,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15346,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15347,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15348,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15349,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15350,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15351,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15352,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15353,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15354,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15355,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15356,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15357,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15358,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15359,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15360,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15361,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15362,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15363,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15364,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15365,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15366,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15367,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15368,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15369,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15370,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15371,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15372,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15373,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15374,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15375,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15376,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15377,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15378,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15379,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15380,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15381,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15382,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15383,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15384,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15385,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15386,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15387,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15388,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15389,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15390,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15391,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15392,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15393,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15394,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15395,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15396,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15397,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15398,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15399,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15400,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15401,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15402,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15403,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15404,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15405,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15406,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15407,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15408,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15409,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15410,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15411,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15412,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15413,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15414,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15415,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15416,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15417,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15418,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15419,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15420,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15421,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15422,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15423,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15424,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15425,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15426,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15427,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15428,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15429,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15430,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15431,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15432,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15433,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15434,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15435,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15436,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15437,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15438,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15439,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15440,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15441,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15442,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15443,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15444,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15445,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15446,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
15447,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
